tactic_labels,technique_labels,sub_technology_labels,text
"['TA0003', 'TA0004']",['T1543'],['T1543.003'],"earth lusca created service using command sc create ""sysupdate"" binpath= ""cmd /c start ""[file path]""""&&sc config ""sysupdate"" start= auto&&netstart sysupdate persistence."
['TA0007'],['T1049'],['T1049'],"earth lusca employed powershell script called rdpconnectionparser read filter window event log ""microsoft-windows-terminalservices-rdpclient/operational""(event id 1024) obtain network information rdp connections."
['TA0042'],['T1588'],['T1588.001'],"earth lusca acquired used variety malware, including cobalt strike."
['TA0042'],['T1588'],['T1588.002'],earth lusca acquired used variety open source tools.
['TA0042'],['T1583'],['T1583.004'],"earth lusca acquired multiple server operations, using server different role."
"['TA0003', 'TA0004']",['T1547'],['T1547.012'],"earth lusca added registry key hklm\system\controlset001\control\print\environments\windows x64\print processors\udprint"" /v driver /d ""spool.dll /f load malware print processor."
['TA0007'],['T1018'],['T1018'],earth lusca also used multiple scanning tool discover machine within compromised network.
['TA0007'],['T1049'],['T1049'],earth lusca also used netstat compromised system obtain network connection information.
['TA0042'],['T1584'],['T1584.006'],earth lusca compromised google drive repositories.
['TA0001'],['T1190'],['T1190'],"earth lusca compromised victim directly exploiting vulnerability public-facing servers, including associated microsoft exchange oracle glassfish."
"['TA0003', 'TA0004']",['T1098'],['T1098.004'],earth lusca dropped ssh-authorized key /root/.ssh folder order access compromised server ssh.
['TA0042'],['T1583'],['T1583.006'],earth lusca established github account host malware.
['TA0002'],['T1059'],['T1059.007'],earth lusca manipulated legitimate website inject malicious javascript code part watering hole operations.
['TA0001'],['T1189'],['T1189'],earth lusca performed watering hole attacks.
"['TA0005', 'TA0003', 'TA0004']",['T1574'],['T1574.002'],earth lusca placed malicious payload %windir%\system32\oci.dll would sideloaded msdtc service.
['TA0042'],['T1583'],['T1583.001'],"earth lusca registered domains, intended look like legitimate target domains, used watering hole attacks."
['TA0043'],['T1595'],['T1595.002'],earth lusca scanned vulnerability public-facing server targets.
['TA0001'],['T1566'],['T1566.002'],earth lusca sent spearphishing email potential target contained malicious link.
['TA0042'],['T1608'],['T1608.001'],"earth lusca staged malware malicious file compromised web servers, github, google drive."
['TA0008'],['T1210'],['T1210'],earth lusca used mimikatz exploit domain controller via zerologon exploit (cve-2020-1472).
['TA0007'],['T1482'],['T1482'],earth lusca used nltest obtain information domain controllers.
['TA0002'],['T1059'],['T1059.001'],earth lusca used powershell execute commands.
['TA0006'],['T1003'],['T1003.001'],earth lusca used procdump obtain hash credential dumping memory lsass process.
['TA0007'],"['T1007', 'T1057']","['T1007', 'T1057']",earth lusca used tasklist obtain information compromised host.
['TA0009'],['T1560'],['T1560.001'],earth lusca used winrar compress stolen file archive prior exfiltration.
['TA0006'],['T1003'],['T1003.006'],earth lusca used dcsync command mimikatz retrieve credential exploited controller.
['TA0005'],['T1140'],['T1140'],earth lusca used certutil decode string cabinet file.
['TA0042'],['T1584'],['T1584.004'],earth lusca used compromised web server part operational infrastructure.
['TA0005'],['T1218'],['T1218.005'],earth lusca used mshta.exe load hta script within malicious .lnk file.
['TA0005'],['T1027'],['T1027.003'],earth lusca used steganography hide shellcode bmp image file.
"['TA0005', 'TA0004']",['T1548'],['T1548.002'],earth lusca used fodhelper uac bypass technique gain elevated privileges.
['TA0010'],['T1567'],['T1567.002'],earth lusca used megacmd tool upload stolen file victim network mega.
['TA0005'],['T1112'],['T1112'],"earth lusca modified registry using command reg add ""hkey_current_user\environment"" /v userinitmprlogonscript /t reg_sz /d ""[file path]"" persistence."
['TA0002'],['T1204'],['T1204.002'],earth lusca required user click malicious file loader activate.
['TA0005'],['T1027'],['T1027'],earth lusca used base64 encode strings.
['TA0002'],['T1059'],['T1059.006'],earth lusca used python script port scanning building reverse shells.
['TA0002'],['T1059'],['T1059.005'],earth lusca used vba scripts.
['TA0002'],['T1047'],['T1047'],earth lusca used vba script execute wmi.
['TA0007'],['T1016'],['T1016'],earth lusca used command ipconfig obtain information network configurations.
['TA0005'],['T1036'],['T1036.005'],"earth lusca used command move [file path] c:\windows\system32\spool\prtprocs\x64\spool.dll move register malicious dll name window print processor, eventually loaded print spooler service."
['TA0007'],['T1018'],['T1018'],"earth lusca used command powershell ""get-eventlog -logname security -newest 500 | {$_.eventid -eq 4624} | format-list -property * | findstr ""address"""" find network information successfully logged-in account discovery address machines."
"['TA0002', 'TA0003', 'TA0004']",['T1053'],['T1053'],"earth lusca used command schtasks /create /sc onlogon /tn windowsupdatecheck /tr ""[file path]"" /ru system persistence."
['TA0005'],['T1014'],['T1014'],ebury act user land rootkit using ssh service.
"['TA0005', 'TA0003', 'TA0006']",['T1556'],['T1556.003'],ebury deactivate pam module tamper sshd configuration.
['TA0005'],['T1562'],['T1562.001'],ebury disable selinux role-based access control deactivate pam modules.
['TA0010'],['T1041'],['T1041'],ebury exfiltrate ssh credential custom dns query use command xcat send process's ssh session's credential c2 server.
"['TA0005', 'TA0003', 'TA0006']",['T1556'],['T1556'],ebury intercept private key using trojanized ssh-add function.
['TA0002'],['T1059'],['T1059.004'],ebury use command xcsh xcls open shell ebury level permission xxsh open shell root level.
['TA0005'],['T1562'],['T1562.012'],"ebury disables openssh, system (systemd), audit log (/sbin/auditd) backdoor active."
['TA0010'],['T1041'],['T1041'],ebury exfiltrates list outbound inbound ssh session using openssh's known_host file wtmp records.
['TA0011'],['T1132'],['T1132.001'],ebury encoded c2 traffic hexadecimal format.
['TA0011'],['T1573'],['T1573.001'],"ebury encrypted c2 traffic using client ip address, encoded hexadecimal string."
['TA0011'],['T1008'],['T1008'],ebury implemented fallback mechanism begin using dga attacker connected infected system three days.
['TA0005'],['T1553'],['T1553.002'],ebury installed self-signed rpm package mimicking original system package rpm based systems.
['TA0006'],['T1552'],['T1552.004'],ebury intercepted unencrypted private key well private key pass-phrases.
['TA0005'],['T1027'],['T1027'],ebury obfuscated string simple xor encryption static key.
['TA0011'],['T1071'],['T1071.004'],ebury used dns request udp port 53 c2.
['TA0002'],['T1059'],['T1059.006'],ebury used python implement dga.
['TA0011'],['T1568'],['T1568.002'],ebury used dga generate domain name c2.
['TA0005'],['T1140'],['T1140'],ebury verified c2 domain ownership decrypting txt record using embedded rsa public key.
['TA0005'],['T1562'],['T1562.006'],"ebury hook system function prevent user seeing malicious file (readdir, realpath, readlink, stat, open, variants), hide process activity (ps readdir64), socket activity (open fopen)."
"['TA0005', 'TA0003', 'TA0004']",['T1574'],['T1574.006'],"ebury hook following function libc inject subprocesses; system, popen, execve, execvpe, execv, execvp, execl."
['TA0002'],['T1129'],['T1129'],ebury executed hooking keyutils.so file used legitimate version openssh libcurl.
['TA0003'],['T1554'],['T1554'],ebury modifies keyutils library add malicious behavior openssh client curl library.
"['TA0005', 'TA0003', 'TA0004']",['T1574'],['T1574.002'],ecipekac abuse legitimate application policytool.exe load malicious dll.
['TA0011'],['T1105'],['T1105'],ecipekac download additional payload compromised host.
['TA0005'],['T1027'],['T1027'],"ecipekac use xor, aes, de encrypt loader shellcode."
['TA0005'],['T1140'],['T1140'],ecipekac ability decrypt fileless loader modules.
['TA0005'],['T1553'],['T1553.002'],"ecipekac used valid, legitimate digital signature evade detection."
['TA0001'],['T1566'],['T1566.003'],effective auditing allows quick identification malicious activity originating compromised service accounts.
['TA0042'],['T1584'],['T1584.001'],effort may need tailored specific domain interest benign registration resolution change common occurrence internet.
['TA0042'],['T1583'],['T1583.008'],"effort focused initial access activities, drive compromise ad blocking adblockers help prevent malicious code executing."
['TA0043'],"['T1594', 'T1591', 'T1595', 'T1596', 'T1593', 'T1590', 'T1592', 'T1597', 'T1589']","['T1597.002', 'T1590.006', 'T1592.004', 'T1593.002', 'T1590.004', 'T1595.003', 'T1591.001', 'T1590.001', 'T1592.002', 'T1591.002', 'T1593.001', 'T1594', 'T1590.005', 'T1595.002', 'T1591.004', 'T1589.003', 'T1595.001', 'T1589.002', 'T1596.005', 'T1589.001']",effort focus minimizing amount sensitivity data available external parties.
"['TA0005', 'TA0004']",['T1548'],['T1548'],effort likely placed mitigation collecting enough information process launch action could performed uac bypass performed.
['TA0009'],['T1039'],['T1039'],egregor collect file found enumerated driver sending c2 channel.
['TA0007'],['T1069'],['T1069.002'],egregor conduct active directory reconnaissance using tool sharphound adfind.
['TA0040'],['T1486'],['T1486'],egregor encrypt non-system file using hybrid aes-rsa algorithm prior displaying ransom note.
['TA0007'],['T1049'],['T1049'],egregor enumerate connected drives.
"['TA0005', 'TA0004']",['T1055'],['T1055'],egregor inject payload iexplore.exe process.
"['TA0005', 'TA0004']",['T1484'],['T1484.001'],egregor modify gpo evade detection.
"['TA0005', 'TA0007']",['T1497'],['T1497.003'],egregor perform long sleep (greater equal 3 minutes) evade detection.
['TA0007'],['T1082'],['T1082'],egregor perform language check infected system query cpu information (cupid).
['TA0007'],['T1124'],['T1124'],egregor contains functionality query local/system time.
['TA0005'],['T1140'],['T1140'],egregor decrypted execution.
['TA0011'],['T1219'],['T1219'],egregor checked logmein event log attempt encrypt file remote machines.
['TA0011'],['T1071'],['T1071.001'],egregor communicated c2 server via http protocol.
['TA0005'],['T1562'],['T1562.001'],egregor disabled window defender evade protections.
['TA0005'],['T1036'],['T1036.004'],egregor masqueraded svchost.exe process exfiltrate data.
['TA0011'],['T1105'],['T1105'],egregor ability download file c2 server.
"['TA0005', 'TA0003']",['T1197'],['T1197'],egregor used bitsadmin download execute malicious dlls.
"['TA0005', 'TA0003', 'TA0004']",['T1574'],['T1574.002'],egregor used dll side-loading execute payload.
['TA0002'],['T1059'],['T1059.001'],egregor used encoded powershell command service created cobalt strike lateral movement.
['TA0002'],['T1059'],['T1059.003'],egregor used batch file execution launch internet explorer cmd.exe.
"['TA0005', 'TA0007']",['T1497'],['T1497'],egregor used multiple anti-analysis anti-sandbox technique prevent automated analysis sandboxes.
